self_employed,sought_treatment,employer_benefits,employer_takes_seriously,fear_negative_consequences,work_interference,remote_work,gender,age,country,year,productivity_affected,has_mental_health_disorder,tech_role
Yes,No,,,,,,Male,27.0,Belarus,2017,No,No,
Yes,No,,,,,,Male,37.0,United States of America,2017,Unsure,No,
No,Yes,Yes,,,,,Male,33.0,United Kingdom,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,28.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,41.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,34.0,Germany,2017,,No,1.0
Yes,No,,,,,,Male,37.0,United Kingdom,2017,Yes,No,
No,Yes,Yes,,,,,Male,28.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,52.0,Germany,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,39.0,United Kingdom,2017,,No,1.0
No,No,Yes,,,,,Male,45.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Male,50.0,Netherlands,2017,Unsure,No,
No,Yes,Don't Know,,,,,Male,27.0,France,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,44.0,Netherlands,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,31.0,France,2017,,No,1.0
No,No,No,,,,,Other,23.0,Russia,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,23.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,38.0,France,2017,,No,1.0
No,No,Don't Know,,,,,Male,37.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,33.0,France,2017,,No,1.0
Yes,Yes,,,,,,Male,34.0,United States of America,2017,Unsure,Yes,
No,Yes,Yes,,,,,Male,47.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Female,29.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,38.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Male,29.0,Canada,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,37.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,39.0,India,2017,Yes,Yes,
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Female,57.0,Canada,2017,Yes,Yes,
No,Yes,Not Eligible,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Female,38.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,39.0,France,2017,Unsure,No,
No,Yes,Yes,,,,,Male,29.0,Switzerland,2017,,Yes,1.0
No,Yes,No,,,,,Male,24.0,United Kingdom,2017,,Yes,1.0
No,Yes,No,,,,,Female,30.0,United Kingdom,2017,,Yes,1.0
No,No,Yes,,,,,Male,32.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,37.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,34.0,New Zealand,2017,,No,1.0
No,Yes,Yes,,,,,Male,52.0,United States of America,2017,,No,0.0
No,No,Yes,,,,,Male,36.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,52.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,49.0,United States of America,2017,,No,0.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Not Eligible,,,,,Male,41.0,Australia,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,29.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,,37.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,39.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,23.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,41.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,47.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,56.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,22.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,32.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,30.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Other,31.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,37.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,29.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,39.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,36.0,Japan,2017,,Uncertain,1.0
Yes,Yes,,,,,,,27.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,38.0,United Kingdom,2017,,No,1.0
Yes,Yes,,,,,,Male,37.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Female,33.0,United States of America,2017,,No,1.0
No,No,No,,,,,Male,38.0,Turkey,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Other,36.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Female,30.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Female,35.0,Canada,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,26.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,25.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Not Eligible,,,,,Male,40.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,31.0,Canada,2017,,No,1.0
No,Yes,Yes,,,,,Male,49.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,30.0,Netherlands,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,46.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,29.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,22.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,50.0,United States of America,2017,,Yes,0.0
No,No,Don't Know,,,,,Male,39.0,United States of America,2017,,Uncertain,1.0
No,Yes,No,,,,,Male,40.0,United Kingdom,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,31.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,38.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,45.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,25.0,United States of America,2017,,Uncertain,0.0
No,Yes,Don't Know,,,,,Female,28.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,37.0,United Kingdom,2017,,Uncertain,1.0
No,No,No,,,,,Male,54.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,45.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,34.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,28.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,32.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Male,40.0,Netherlands,2017,Yes,No,
No,Yes,Don't Know,,,,,Other,52.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,33.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,41.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,25.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Other,33.0,Canada,2017,Yes,Yes,
No,No,Yes,,,,,Other,36.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,40.0,Switzerland,2017,Yes,Yes,
No,No,Yes,,,,,Female,23.0,United States of America,2017,,No,0.0
No,No,No,,,,,Male,37.0,Canada,2017,,No,1.0
No,Yes,Yes,,,,,Male,42.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,35.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,32.0,United States of America,2017,,Uncertain,0.0
No,No,Don't Know,,,,,Male,23.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,35.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,34.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Female,24.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,42.0,United Kingdom,2017,,Yes,1.0
No,No,Yes,,,,,Female,23.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,,39.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,35.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,Yes,0.0
No,No,Yes,,,,,Female,24.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,28.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,33.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,32.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Female,27.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,23.0,United States of America,2017,,Yes,0.0
No,Yes,Not Eligible,,,,,Male,30.0,Netherlands,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,24.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Female,34.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,32.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,41.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,37.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,27.0,Czech Republic,2017,Yes,Uncertain,
No,Yes,Don't Know,,,,,Male,26.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,24.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,44.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,40.0,Germany,2017,,No,1.0
Yes,No,,,,,,Male,42.0,United States of America,2017,Not applicable to me,No,
No,Yes,Yes,,,,,Other,27.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,40.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Other,38.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,26.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Female,33.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,39.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Other,33.0,United Kingdom,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,37.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,30.0,United States of America,2017,,No,1.0
No,No,No,,,,,Male,22.0,United Kingdom,2017,,No,1.0
Yes,Yes,,,,,,Male,29.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Female,51.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,24.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,37.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,46.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,43.0,Canada,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Male,50.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,27.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,31.0,United Kingdom,2017,Unsure,Uncertain,
No,Yes,Yes,,,,,Male,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,49.0,United States of America,2017,Yes,Uncertain,
Yes,No,,,,,,Male,37.0,Canada,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Other,35.0,United States of America,2017,,Yes,1.0
No,Yes,Not Eligible,,,,,Other,33.0,Switzerland,2017,,Yes,1.0
No,No,No,,,,,Male,32.0,India,2017,,No,1.0
No,No,Yes,,,,,Male,31.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,33.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,40.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,40.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,56.0,United States of America,2017,Yes,No,
No,Yes,Yes,,,,,Other,28.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,25.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,48.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,43.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,29.0,United States of America,2017,,No,1.0
No,Yes,Not Eligible,,,,,Other,36.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,Yes,Not Eligible,,,,,Female,31.0,United States of America,2017,,Uncertain,0.0
No,No,Yes,,,,,Male,33.0,United Kingdom,2017,,No,1.0
No,Yes,Yes,,,,,Male,49.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Male,38.0,United Kingdom,2017,Yes,Uncertain,
No,No,No,,,,,Female,30.0,Australia,2017,,No,1.0
Yes,Yes,,,,,,Male,36.0,United Kingdom,2017,Yes,Yes,
No,Yes,Yes,,,,,Female,32.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Male,36.0,United States of America,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Other,40.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,28.0,United Kingdom,2017,,No,1.0
No,No,No,,,,,Female,21.0,India,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,46.0,United States of America,2017,,Yes,1.0
No,Yes,Not Eligible,,,,,Male,20.0,Germany,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,44.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,34.0,United Kingdom,2017,Yes,Yes,
Yes,Yes,,,,,,Other,38.0,United States of America,2017,Yes,Yes,
No,Yes,Don't Know,,,,,Male,35.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Female,45.0,United States of America,2017,Yes,Uncertain,
No,Yes,Don't Know,,,,,Male,35.0,United Kingdom,2017,,Yes,1.0
No,No,Yes,,,,,Male,30.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Female,22.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,33.0,United States of America,2017,Unsure,No,
Yes,No,,,,,,Male,30.0,India,2017,No,Uncertain,
No,No,Yes,,,,,Male,41.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Male,32.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,48.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,32.0,Germany,2017,,No,1.0
No,No,Don't Know,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,45.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Female,31.0,United States of America,2017,Yes,Yes,
No,No,No,,,,,Other,32.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,37.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Male,30.0,United States of America,2017,Yes,Uncertain,
Yes,Yes,,,,,,Other,31.0,Netherlands,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,No,1.0
No,Yes,No,,,,,Female,35.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,37.0,United States of America,2017,,No,1.0
No,Yes,No,,,,,Male,26.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,50.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,32.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,32.0,United States of America,2017,,No,1.0
No,No,Not Eligible,,,,,Male,23.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Female,40.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,36.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Female,24.0,United States of America,2017,,Yes,0.0
No,No,Yes,,,,,Female,29.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,28.0,United States of America,2017,,No,1.0
No,No,No,,,,,Male,51.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Male,36.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,40.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,39.0,Canada,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Female,32.0,Netherlands,2017,,No,1.0
No,No,No,,,,,Male,45.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,39.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,33.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,46.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,30.0,France,2017,,No,1.0
No,Yes,Not Eligible,,,,,Male,31.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,28.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,31.0,United Kingdom,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Male,32.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,39.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,45.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,26.0,United States of America,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Female,36.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,26.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,55.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Female,32.0,Canada,2017,Yes,Yes,
No,Yes,Yes,,,,,Other,40.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,45.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Female,34.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,31.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Female,29.0,Canada,2017,Yes,Yes,
Yes,No,,,,,,Male,31.0,Sweden,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Male,40.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,41.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Male,39.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,39.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Female,35.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,37.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,32.0,France,2017,,No,1.0
No,No,Don't Know,,,,,Male,24.0,France,2017,,No,1.0
No,Yes,Not Eligible,,,,,Female,40.0,France,2017,,No,1.0
No,Yes,Yes,,,,,Other,25.0,United States of America,2017,,Yes,0.0
No,No,Yes,,,,,Male,49.0,United Kingdom,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,28.0,United States of America,2017,,Yes,1.0
No,Yes,Not Eligible,,,,,Male,22.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,41.0,United States of America,2017,,No,1.0
No,No,No,,,,,Male,36.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,32.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,23.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,53.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,23.0,United States of America,2017,Yes,Yes,
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,22.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,27.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,,47.0,Latvia,2017,Yes,No,
No,Yes,Yes,,,,,Female,33.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,28.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Female,25.0,United States of America,2017,,Uncertain,1.0
No,Yes,Not Eligible,,,,,Female,30.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,39.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,,31.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,48.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,43.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,28.0,India,2017,,No,1.0
No,No,Don't Know,,,,,Male,27.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,28.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,43.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,37.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,42.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,41.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Male,37.0,United States of America,2017,Yes,No,
No,Yes,Yes,,,,,Male,53.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,43.0,United States of America,2017,Yes,Uncertain,
No,No,Don't Know,,,,,Male,44.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,37.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,57.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,47.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,38.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,41.0,United Kingdom,2017,,No,1.0
No,Yes,Yes,,,,,Male,40.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,,,,2017,No,Yes,
No,No,Yes,,,,,Other,30.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,,,,2017,Yes,Yes,
No,Yes,Yes,,,,,Female,57.0,Canada,2018,,Uncertain,0.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2018,,Yes,1.0
No,No,Yes,,,,,Male,46.0,United States of America,2018,,No,1.0
No,No,No,,,,,Male,34.0,Norway,2018,,No,1.0
No,Yes,Yes,,,,,Other,29.0,United States of America,2018,,Yes,1.0
No,No,Yes,,,,,Male,55.0,United States of America,2018,,No,1.0
No,Yes,Yes,,,,,Other,29.0,Finland,2018,,Yes,1.0
No,Yes,Not Eligible,,,,,Male,35.0,Poland,2018,,Yes,1.0
No,No,Don't Know,,,,,Other,33.0,Russia,2018,,Uncertain,1.0
No,No,Yes,,,,,Male,37.0,United States of America,2018,,Uncertain,1.0
No,Yes,Yes,,,,,Male,45.0,United States of America,2018,,Yes,1.0
